Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_454_005,454,Gayleville [W.W. II Veterans Housing] x Veterans Housing Project,"Looking north towards Veterans' housing site #1, September 1946",9-4-46 Daley Bros. - Project #V-4396 UCLA Neg. #3 South end looking North Veterans' Housing Site #1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_454_006,454,Gayleville [W.W. II Veterans Housing] x Veterans Housing Project,"Front view of Gayleyville housing, ca. 1947","UCLA MAG Cole Holinquist 2008 Aug 12 scanned 600 dpi 300 dpi ""Gayleyville housing c. 1947"" similar to p. 122 Chp. 10",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_454_007,454,Gayleville [W.W. II Veterans Housing] x Veterans Housing Project,"A veteran family in the Veterans Housing Project on the Los Angeles campus, ca. 1947","Gayleyville [W.W.II Veterans Housing] ca. 1947 ""A veteran family in the Veterans Housing Project on the Los Angeles campus""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_455_001,455,Geography dept. Photo File,"Students playing at the Geography Department Fall Picnic, 1955",Picnic Fall '55,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_455_002,455,Geography dept. Photo File,"Tom McKnight and an unidentified man, possibly Kit Salter, in the gymnasium ",left Kit Salter (?) right Tom McKnight,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_455_003,455,Geography dept. Photo File,Men of the geography department in the gymnasium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_001,456,Geography Dept. picnics,Men playing volleyball at the geography department picnic,The McKnights and Dave Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_002,456,Geography Dept. picnics,Richard Logan at the geography department picnic,Richard Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_003,456,Geography Dept. picnics,"Richard Logan, Herb Eder, Peter Fielding, and Bob Lee  grilling at a geography department picnic","Richard Logan, Herb Eder, Peter Fielding, and Bob Lee",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_004,456,Geography Dept. picnics,People celebrating at the geoegraphy department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_005,456,Geography Dept. picnics,Family eating food at the geography department picnic,Jack Healy,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_006,456,Geography Dept. picnics,Family at the geography department picnic,The Golomb's,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_007,456,Geography Dept. picnics,Pat Kirby at the geography department picnic getting something to drink,Pat Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_008,456,Geography Dept. picnics,Richard Logan grilling at the geography department picnic ,Richard Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_009,456,Geography Dept. picnics,Men and women sitting on the grass at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_010,456,Geography Dept. picnics,boy watches two men grill at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_011,456,Geography Dept. picnics,Bert Golomb eating at the geography department picnic,Bert Golomb,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_012,456,Geography Dept. picnics,Herb Eder at the geography department picnic,Herb Eder,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_013,456,Geography Dept. picnics,John Rees drinking at the geography department picnic,John Rees,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_014,456,Geography Dept. picnics,Unidentified man at the geography department picnic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_015,456,Geography Dept. picnics,Unidentified man at the geography department picnic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_016,456,Geography Dept. picnics,Unidentified woman at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_017,456,Geography Dept. picnics,Unidentified man playing a game at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_018,456,Geography Dept. picnics,Unidentified man eating at the geography department picnic,Jack Healy,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_019,456,Geography Dept. picnics,Man lounging at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_020,456,Geography Dept. picnics,Two unidentified men at the geography department picnic,Jack Healy and Dr. Richard Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_021,456,Geography Dept. picnics,An unidentified man and woman at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_022,456,Geography Dept. picnics,Dr. Nelson and Dr. Dahlberg at the geography department picnic,Dr. Nelson + Dr. Dahlberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_023,456,Geography Dept. picnics,Dr. Henry Bruman at the geography department picnic,Dr. Henry Bruman,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_024,456,Geography Dept. picnics,Two men at the geography department picnic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_025,456,Geography Dept. picnics,People sitting at the bench during the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_026,456,Geography Dept. picnics,People sitting at the bench during the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_027,456,Geography Dept. picnics,People gathered around the grills at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_028,456,Geography Dept. picnics,Unidentified man grilling at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_029,456,Geography Dept. picnics,"Men, possibly students, at the geography department picnic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_030,456,Geography Dept. picnics,People at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_031,456,Geography Dept. picnics,Man serving up hamburgers to students at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_032,456,Geography Dept. picnics,Hamburgers on the grill at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_033,456,Geography Dept. picnics,Man and woman waiting to eat at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_034,456,Geography Dept. picnics,Two students at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_035,456,Geography Dept. picnics,Crowds at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_036,456,Geography Dept. picnics,People waiting to eat food at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_037,456,Geography Dept. picnics,People waiting around the grill at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_038,456,Geography Dept. picnics,People gathered around the refreshment center at the geography department picnic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_039,456,Geography Dept. picnics,People gathered around the grills at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_040,456,Geography Dept. picnics,Two unidentified men talking at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_041,456,Geography Dept. picnics,Games at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_042,456,Geography Dept. picnics,Woman sitting at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_043,456,Geography Dept. picnics,Man playing a game at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_044,456,Geography Dept. picnics,People playing volleyball at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_045,456,Geography Dept. picnics,Game of baseball at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_046,456,Geography Dept. picnics,Dr. Bruman at the geography department picnic,Dr. Bruman,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_047,456,Geography Dept. picnics,Student catching a ballat a geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_048,456,Geography Dept. picnics,Two men at unidentified event,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_049,456,Geography Dept. picnics,Men talking to each other at unidentified event,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_050,456,Geography Dept. picnics,People playing volleyball at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_051,456,Geography Dept. picnics,Man hitting a volleyball at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_052,456,Geography Dept. picnics,People playing volleyball at the geography department picnic,"John Rees, Ray Griffin, Myrdin (?) Rosenberg, Dr. Logan, Bill Etchart + wife - Picnic Fall '55",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_053,456,Geography Dept. picnics,"People at the geography department picnic, 1955",Picnic Fall '55 Carole Bennett + Bob Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_054,456,Geography Dept. picnics,Man and woman playing bongos at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_055,456,Geography Dept. picnics,Various shots of people at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_056,456,Geography Dept. picnics,Various shots of people at the geography department picnic,Man at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_057,456,Geography Dept. picnics,Various shots of people at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_456_058,456,Geography Dept. picnics,Various shots of guests at the geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_001,457,Geography Dept - Faculty,Geography department faculty members preparing meals,1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_002,457,Geography Dept - Faculty,Geography department faculty member working at a typewriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_003,457,Geography Dept - Faculty,"Woman, presumably of the geography department, smiling next to a cake made for her",1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_004,457,Geography Dept - Faculty,"Men, presumably of the geography department, playing volleyball, possibly at the geography department picnic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_005,457,Geography Dept - Faculty,"People, presumably of the geographic department, playing volleyball, possibly at the geography department picnic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_006,457,Geography Dept - Faculty,"Man, possibly from the geography department, kicking a soccer ball",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_007,457,Geography Dept - Faculty,"Women, presumably of the geography department, talking in the library",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_008,457,Geography Dept - Faculty,Members of the geography department gathered for a function,1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_009,457,Geography Dept - Faculty,"Members and family members of the geography department  gathered, possibly for the department picnic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_010,457,Geography Dept - Faculty,Geography faculty members posed with a visiting scholar from Germany ,"Spencer Yale University Left to right, both rows Jacques Barrou, Karl Pilzer, Harold Brookfield, Stephen Jones, JED, David Snyder, Pierre Dousereau, A German visiting professor, Yale Cartographer (Williams), ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_011,457,Geography Dept - Faculty,Contact sheet of the geography department alumni event,Geography Alumni Roll 2 5-23-82 Public Affairs B-35,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_012,457,Geography Dept - Faculty,Contact sheet of the geography department alumni event,Geography Alumni Roll 1 5-23-82 Public Affairs B-35,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_013,457,Geography Dept - Faculty,Contact sheet of the geography department alumni event,Geography Alumni Roll 3 5-23-82 Public Affairs B-35,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_014,457,Geography Dept - Faculty,Men of the geography department playing basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_015,457,Geography Dept - Faculty,Men and women of the geography department at dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_016,457,Geography Dept - Faculty,Men and women of the geography department gathered for a picture ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_017,457,Geography Dept - Faculty,Men of the geography department packing their luggage ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_018,457,Geography Dept - Faculty,Men of the geography department packing their luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_019,457,Geography Dept - Faculty,Men of the geography department gathered for a picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_020,457,Geography Dept - Faculty,Men of the geography department being driven in the backseat of an automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_021,457,Geography Dept - Faculty,Members and family members of the geography department gathered to watch an event ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_022,457,Geography Dept - Faculty,Member of the geography department spiking a volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_023,457,Geography Dept - Faculty,Women of the geography department gathered for a photograph,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_024,457,Geography Dept - Faculty,Men of the geography department playing volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_025,457,Geography Dept - Faculty,Faculty member of the geography department posing for a picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_026,457,Geography Dept - Faculty,"Shot of the retirement cake for Pearl of the geography department, June 1984 ",1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_027,457,Geography Dept - Faculty,"A woman, presumably Pearl, at her retirement party",1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_028,457,Geography Dept - Faculty,Retirement party for Pearl ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_029,457,Geography Dept - Faculty,Faculty member of the geography department filling up a gas tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_030,457,Geography Dept - Faculty,Property that is connected to members of the geography department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_031,457,Geography Dept - Faculty,Man of the geography department serving food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_032,457,Geography Dept - Faculty,Men of the geography department preparing food on a portable stove ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_033,457,Geography Dept - Faculty,Unidentified people somehow connected to the geography department posed for a picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_034,457,Geography Dept - Faculty,Men of the geography department overlooking the luggage they packed in their car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_035,457,Geography Dept - Faculty,Wheelbarrow races at a geography department picnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_036,457,Geography Dept - Faculty,Members of the geography department playing basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_037,457,Geography Dept - Faculty,Men of the geography department preparing food on a portable stove ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_038,457,Geography Dept - Faculty,Letter written to someone regarding photographs of the geography department that were recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_039,457,Geography Dept - Faculty,Exterior of an unidentifiable property ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_040,457,Geography Dept - Faculty,Various shots of different sites for the geography department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_041,457,Geography Dept - Faculty,Various shots of the scenery on the road to Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_042,457,Geography Dept - Faculty,Unidentified faculty member of the geography department standing outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_043,457,Geography Dept - Faculty,Pearl cutting her rietirement cake as guests look on,1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_044,457,Geography Dept - Faculty,Two unidentified faculty members of the geography department examine the outdoor scenery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_457_045,457,Geography Dept - Faculty,"Women, possibly faculty members of the geography department, sitting at a table talking to each other",1984-06-01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_458_001,458,Geophysics Dept - Lab Scenes N.D.,Worker in the Geophysics department laboratory ,Page 6 C 18A,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_458_002,458,Geophysics Dept - Lab Scenes N.D.,Worker in the Geophysics department laboratory ,Chemistry (Misc) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_458_003,458,Geophysics Dept - Lab Scenes N.D.,Isotope Preparation System in the Geophysics Department laboratory with a worker in the background,Isotope Preparation System used in Planetary and Space Science for the analysis of carbon in lunar samples. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_001,459,Gold Shield Alumnae of UCLA,"President Eliz Lloyd and Speaker Dr. Gordon S. Watkins at the Gold Shield Alumnae of UCLA event, November, 1937",Miss Eliz Lloyd (Pres.) Dr Gordon S. Watkins (speaker) (UCLA Dean of Letters + Science] [1937 Nov] 2011 dec 8 scanned 300 dpi 600 dpi UA:photos…/Gold Shield…/1930s/ 4 of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_002,459,Gold Shield Alumnae of UCLA,"Mrs Frances Martin, Mrs Pam Haskins, and Mrs Marshall Stromson at the Gold Shield Alumnae event, November, 1937",L to R - at extreme left Mrs Frances Martin Mrs Pam Haskins Mrs Marshall Stromson [1937 nov] 2011 dec 8 scanned 300 dpi 600 dpi UA:photo…/Gold Shield/1930s… 1 of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_003,459,Gold Shield Alumnae of UCLA,"Mrs. Helen Mrs. Laughlin, Mrs. Earle Raymond Hedrick, Mrs. Betty James, and Mr.s Ann Sumner at the Gold Shield Alumnae of UCLA, November, 1937",L to R - Mrs. Helen M. Laughlin Mrs. Earle Raymond Hedrick Mrs Betty James Mrs Ann Sumner [1937 nov] 2011 dec 8 scanned 300 dpi 600 dpi UA:photos…/Gold Shield/ 1930s 2 of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_004,459,Gold Shield Alumnae of UCLA,"Mrs. Earle R. Hedrick and Mrs. Laughlin pose for a picture at the Gold Shield Alumnae of UCLA, November, 1937",Mrs Earle R. Hedrick Mrs Laughlin [1937 nov] 2011 dec 8 scanned 300 dpi 600 dpi UA:photos…/Gold Shield…/1930's 3 of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_005,459,Gold Shield Alumnae of UCLA,"Candid photograph of Mrs. Herald Jepson, Mrs. Thomas Manwarring, and Miss Ann Sumner at a Gold Shield Alumnae of UCLA event, November, 1937",L to R: Mrs Herald Jepson (Cynthia Fry) Mrs Thomas Manwarring Miss Ann Sumner [1937 nov] UA:photos…/Gold Shield…/1930s/… 5 of 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_006,459,Gold Shield Alumnae of UCLA,"Elizabeth Lloynd Denis, Hansena Frederickson, Ann Sumner, and Albertina Rodi pose for a photo with Royce Hall in the background at the Gold Shield Alumnae of UCLA event, ca. 1937","(left to right) Elizabeth Lloynd Denis Hansena Frederickson Ann Sumner Albertina Rodi [c. 1937] [Gold Shield Alumnae of UCLA] 2011 dec 8 scanned 300 dpi 600 dpi UA:photos…/Gold Shield/1930s/Davis, Frederickson, Sumner, Rodi",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_007,459,Gold Shield Alumnae of UCLA,"Elizabeth Lloyd Denis and Albertine McGrath Rodi pose for a photograph at the Gold Shield Alumnae of UCLA event, ca. 1937","(left) Elizabeth Lloyd Denis (right) Albertine McGrath Rodi [Gold Shield c.1937] 2011 dec 8 scanned 300 dpi 600 dpi UA:photos…/Gold Shield/1930s/…Lloyd Davis, McGrath Rodi…",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_459_008,459,Gold Shield Alumnae of UCLA,"Various photos of women at the Gold Shield Alumnae of UCLA event, June 4, 1966",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_001,460,"Golf Team 1981 - 84, N.D.","Varsity Golf Team Photo, 1981","1981 UCLA Varsity Golf Team (L - R front row) Marco Durante, Duffy Waldorf, John Perles, Jay Delsing, Jeff Johnson, Captain Tom Pernice and Joel Farkas. (L-R rear row) Assistant Coach Ray Snyder, Louie Bartoletti, Steve Pate, Mitch Lieber, Greg Starkman, Stuart Smith, Oliver Rheinfurth, Kenn Teel, Bob Call and Coach Norm Nedelman. Not shown, Golf Director Ed Merrins. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_006,460,"Golf Team 1981 - 84, N.D.","Golf Team Photo, ca. 1980's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_011,460,"Golf Team 1981 - 84, N.D.","Golf Team Photo, 1983",UCLA Golf Team 1983 Golf 3-2-83 19b,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_012,460,"Golf Team 1981 - 84, N.D.","Golf Team Photo, 1984","1984 UCLA Golf Team - -(1st Row, kneeling, l-r): Brandt Jobe, Scott McCarron, Stuart Smith, Mike Reidel, Kevin Leach, Mark Metzger, Joe Bendetti and Scott Simpkin. (2nd Row, Standing, l-r): Head Coach Eddie Merrins, Greg Starkman, Gene Ryang, Duffy Waldorf, Guy Hertfelder, Brad Bell, Regan Bayless, Mike Long, Ken Fox, Roger Gunn, Scott Lorenz, Brian Mahon, David Rhorer, Asst. Coach Vic Kelley, David Franey and Asst. Coach Ray Snyder.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_015,460,"Golf Team 1981 - 84, N.D.","Members of the Golf Team posed for a picture with an award, ca. 1980's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_018,460,"Golf Team 1981 - 84, N.D.","Members of the Golf Team with golf clubs on the field, ca. 1980's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_021,460,"Golf Team 1981 - 84, N.D.","Golf Team on the field posed for a team photo, ca. 1980's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_460_022,460,"Golf Team 1981 - 84, N.D.","Members of the Golf Team with golf clubs on the field, ca. 1980's",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_461_001,461,Golf - Bel Air Country Club - scenes,View of the scenery at the Bel Air Country Club surrounding the first hole,"Bel Air Country Club, 1st Hole",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_461_002,461,Golf - Bel Air Country Club - scenes,Golfers at the Bel Air Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_461_003,461,Golf - Bel Air Country Club - scenes,Golfers at the Bel Air Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_461_004,461,Golf - Bel Air Country Club - scenes,Golfers at the Bel Air Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_462_001,462,Golf - Men - Brian Mahon 1985,"Golfer Brian Mahon of the UCLA Golf team, 1985",UCLA GOLF BRIAN MAHON 1985,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_463_001,463,Golf - Frank Newall 1940,"Golfer Frank Newall, 1940",Frank Newall 1940 P.C.C. Golf Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_464_001,464,Golf - Team 1936,"Golf Team Photo, 1936",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_001,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty waiting for the PhD Hooding Ceremony, June 1988","Chan Young(?), Elwin Svenson(?), Victoria Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_002,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty waiting for the PhD Hooding Ceremony, June 1988","Franklin Murphy, Victoria Franklin, Kenneth Barley",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_003,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty waiting for the PhD Hooding Ceremony, June 1988","Kenneth Barley, Norman Miller, Beatrice Mandel",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_004,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,"Faculty waiting for the PhD Hooding Ceremony, June 1988",Robert Vosper,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_005,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,Faculty waiting for the PhD Hooding Ceremony,Franklin Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_465_006,465,Graduate Division - PhD Hooding Ceremony ( 50th anniversary) 6/1988,Faculty waiting for the PhD Hooding Ceremony,Franklin Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,
